"Image","사용자","게시날짜","게시한 글","기업","답변날짜","답변 내용"
"https://play-lh.googleusercontent.com/a-/ALV-UjXEY8agaJKXJJHMw_unrTE-6A0PlFGalTN46JicHvPv7EiHyck=s32-rw","백오 (백오)","2023년 9월 24일","편해요 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUrOsR-rrsJtdSOOeexjbqORX-lqzpZEMV4Fq36E3v36Ek_-Hs=s32-rw","정스나이퍼","2022년 4월 18일","굿 써보니까 좋으네여","PaytaLab","2022년 5월 1일","안녕하세요 정스나이퍼 패써님. 패스오더 패써지원팀입니다.

패스오더 사용해보시고 귀한 시간을 내어 리뷰까지 작성해주시다니 정말 감사드립니다. 패스오더는 패써님들의 관심과 사랑으로 성장해나가고 있답니다. 사용하시면서 편리한점, 개선점, 불편한 점 등등 어떠한 의견도 패스오더가 성장하는 데에 중요한 밑거름이 된답니다.

좋은 의견이 있으시다면 언제든지 패스오더 앱 [문의하기]를 통해 남겨주신다면 빠르게 확인 후 답변 드릴 수 있도록 할게요

날씨가 화창한 일요일, 패써님의 하루는 어떠셨나요? 날씨 만큼이나 화창하고 여유로운 오후 보내시길 바라겠습니다.

-패스오더, 패써지원팀 고민경 드림."
"https://play-lh.googleusercontent.com/a/ACg8ocL18exIus8XHBHaVln6SC0GXmNa7ceH6U1oizgGsiEQ5-r3rA=s32-rw-mo","김병수","2022년 10월 14일","잘 사용하고 있습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocI984sPwsumqaoHZ5mjkjYW-wquMRqFbAO5AkxQpeyXv5OZ4Q=s32-rw-mo","SJ Yum","2023년 2월 20일","삶의 질이 올라가고 있습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKVNe_k5-uhCO-8g2MBBqJuQsVAS3khiWu1jJ6vb3EPuvKVTw=s32-rw-mo","설반장","2022년 9월 26일","사용허기 편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLwp7sbM3a5TDC35GaMp-bUlxQNV-K3dEqohQEh7pIfmOsTQQ=s32-rw-mo","김민성","2023년 9월 29일","만족해요.조아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLHu-UeEa3cF-QTNeb6gzF5NyFd3Bj4k4S1ItN09AzOfyXf=s32-rw-mo","BK j","2022년 6월 28일","너무 편해요","PaytaLab","2022년 7월 29일","안녕하세요. BK j 님! 패스오더 패써지원팀 김수진입니다.

주문부터 결제까지 1분도 소요되지 않는 스마트한 패스오더 서비스가 만족스러우셨다니 너무 기쁩니다.
패써님께서도 불편함 없이 패스오더를 잘 사용해주실 수 있도록 끊임없이 달려가겠습니다!
이용하시면서 불편한 부분이 있다면 언제든지 앱 내 문의하기를 통해 패스오더로 알려주세요. 패스오더는 패써님의 소중한 피드백을 통해 더욱 성장한답니다. 감사합니다:)

-패스오더 패써지원팀 김수진드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXKpJRP3P737dLJulzolDqBy2Lrjy0DYbEvAB6iftR6LLkmmckl=s32-rw","김민정b","2022년 2월 27일","67프로에서 설치가멈췄는데 어떻게해야하나요?","PaytaLab","2022년 3월 2일","안녕하세요 김민정 패써님. 패써지원팀 고민경입니다.

겪으셨던 불편함에 빠르게 응대해드리지 못한 점 정말 죄송하다는 말씀드립니다. 지금도 계속해서 설치 또는 접속이 불가한 상황인 걸까요? 설치가 되지 않아 많이 당황하셨을 듯 합니다.

앱을 완전히 종료 하고 다시 한 번 접속을 시도해주실 수 있을까요? 업데이트가 진행되지 않는 원인을 파악하기 위해서는 유관부서로의 확인이 필요할 것으로 보입니다.

번거로우시겠지만 help@passorder.co.kr로 연락처와 함께 해당 현상을 캡쳐 후 전송해주실 수 있을까요? 담당부서에서 최대한 빠르게 확인 후 답변 드릴 수 있도록 하겠습니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJ81OykKA-bsq28i4PWXQoU6f5rAhE3VRB_8VHw6dgATWGSUg=s32-rw-mo","HJ Jo","2023년 4월 14일","최고에요 개발자님 감사합니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjU2T_f1pn8f0fOTTBMfvl3BmYXRwnNPLTsaDxz7au0lIW1rxuN56Q=s32-rw","SuYoung Kim","2023년 4월 25일","네이버페이도 되게 해주세요 ^^","PaytaLab","2023년 12월 22일","안녕하세요, SuYoung Kim패써님!

오랜만에 인사드려요. 패스오더입니다. 다름이 아니라 이전에 네이버페이 결제도 가능했으면 좋겠다고 말씀해 주신 의견이 반영되어 연락드렸어요! 이제는 네이버페이를 포함한 일반카드, 카카오페이, 삼성페이, 페이코, 애플페이, 토스페이, 패스머니로도 결제 가능하니 이용에 참고 부탁드립니다! 저희 패스오더는 항상 패써님들께서 남겨 주신 리뷰를 모니터링하고 있답니다. 더딜 수 있더라도 말씀 주시는 소중한 의견들을 꼭 반영해 나갈 수 있도록 노력하겠습니다. 추운 날씨 감기 조심하시고 따뜻한 크리스마스 보내세요. 감사합니다:)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWmad8ZMW-af1l334U1bMBtJLkj0O2-mQfP71NgdsbBcrTSJjc=s32-rw","World Lee","2022년 12월 19일","너무 좋네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKzbw7KbFwwDSVW3RkXgiVIUgjcn8bp510IHGZ4aVChdnTE8g=s32-rw-mo","Raffaella Han","2023년 2월 27일","빻하서 좋네요 ㅎ","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIn4c3QaoP9EGwUc2PhwfZXtCawMbIJDCtS2kXPduLHUcqLPQ=s32-rw-mo","이상수","2021년 9월 11일","편리하네요","PaytaLab","2021년 9월 14일","안녕하세요 이상수 패써님. 패써지원팀 고민경입니다.

미리 주문하면 시간 절약도 되고, 기다림 없이 빠른 픽업 이렇게 편할 수가 없죠? 이제 날씨가 더워질수록 시원한 음료를 더 많이 찾게 되실텐데, 앞으로도 패스오더가 조금 더 편한 일상을 만들어드릴 수 있기를 기원합니다. 패써님의 시간 절약은 바로 패스오더가 책임지겠습니다.

요즘엔 일이 바빠서 한 주가 어떻게 지나가는지 모르겠네요. 남은 화요일 오후 힘차고 즐겁게 채워가셨으면 좋겠습니다. 감사합니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjV_Wcf4x7fQdjcfkIWyxstJx7r15JD1DWzZWNv8QbvASl9Z2WLo=s32-rw","닷발","2023년 4월 27일","좋아용 굿굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJLieXpAfhcAL1vwok_eTnPANtYL15Ulr9Kd9uQlvXYEN1EYg=s32-rw-mo","신영욱","2021년 7월 16일","재밌네요 새로운 경험이네요","PaytaLab","2021년 7월 16일","안녕하세요 신영욱 패써님. 패써지원팀 고민경입니다.

새롭고 재미있는 경험을 안겨드릴 수 있어 행복합니다. 패써님들이 패스오더를 사용하고 나서 ""반하게하자! 그리고 찐팬으로 만들자!"" 가 저희의 목표랍니다:)
간절한 목소리가 닿은걸까요? 이렇게 긍정적인 리뷰를 남겨주셨다는 건! 소망이 이루어질 것만 같은 기분입니다. 패써님들이 주시는 칭찬의 말씀은 매번 들을 때마다 좋은 것 같습니다.
편하고, 쉽고, 빠른 서비스로 일상생활에서 언제나 시간 절약 책임질 수 있는 패스오더가 될 테니 성장하는 모습 지켜봐 주세요! 남은 금요일 오후도 힘차게 보내셨으면 좋겠습니다. 감사합니다:)

-패스오더, 패써지원팀 고민경 드림-"
"https://play-lh.googleusercontent.com/a/ACg8ocIMY1lbeIml9mTMalBfgxnlIeXK9znfLNAS7xmENHXSis-fZw=s32-rw-mo","레드캠핑&낚시 (molaima)","2021년 12월 30일","포인트는 와이프 전번인데 어찌하나요????","PaytaLab","2021년 12월 31일","안녕하세요, 패써님. 패써지원팀 고민경입니다.

패스오더 매장적립 시스템의 경우 매장 방문 시에 매장/사장님께 별도로 적립요청을 하지 않더라도, 결제 즉시 앱 내로 방문했던 매장 포인트를 적립하실 수 있도록 세팅된 기능이랍니다! 로그인 된 계정 정보로 자동 적립이 완료됩니다.

매장에서 사용하고 계시던 기존 적립시스템과는 별개로 진행되며, 앱 내로 합산 또는 연동 역시 불가한 점 안내드릴게요.
계속해서 패스오더 자동적립 시스템은 업데이트 해나갈 예정입니다. 문의 사항 있으시다면 다음 이메일 주소 help@passorder.co.kr 로 연락주시면 감사하겠습니다. 오늘도 좋은 하루 되세요!

-패스오더 패써지원팀 드림."
"https://play-lh.googleusercontent.com/a-/ALV-UjXdJCJft5DT0G_xyMgivJ58O4pIgMfKTbN_96cxFLIHNHEfQJBj=s32-rw","연한고기","2023년 1월 6일","잘 쓰고 있는중","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLNGmCNB43toeSKzsiXs25pqpdg61gScHB2FuoAJHLfZxmD2w=s32-rw-mo","최선호","2022년 1월 1일","너무편해요","PaytaLab","2022년 1월 5일","안녕하세요 최선호 패써님. 패써지원팀 고민경입니다.

편하게 이용하시고 계실 패써님의 모습을 상상하니 기분이 절로 좋아집니다! 기다리지 않아도 되는 편리함만큼 매력적인 건 또 없죠:)
저는 요즘 날씨가 추워져서 그런지 매장 별로 따뜻한 라떼 마시기에 푹 빠져 있답니다. 나름 까다로운 미식가가 되는 기분이라 재미가 쏠쏠하네요!
패써님의 맛있고 편리한 커피생활을 위해! 다니시는 동선에 있는 모든 매장에서 패스오더를 발견하실 수 있도록 성장하려고 합니다.

앞으로도 지켜봐 주시길 소망합니다! 에너지 넘치는 수요일 보내시길 바랍니다. 감사합니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKSoQ2g-_S3L1enKYFaEwEX226ttiuq5hcNZyl49GQkcDVV9w=s32-rw-mo","박은주","2023년 1월 2일","편해서 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJw5P7jRRfAgqf15BZdp6HnvdWPzBnR9g2RiAOwb4kMLs7enw=s32-rw-mo","이승환","2022년 9월 3일","아주 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUfhFkIs-NUu0rbzEoFmJ5FSU3EksKEkXkk7l_l6h2De178yLo=s32-rw","서아진","2023년 1월 7일","아주편해요~!!!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJxhHC6XnmVXSClUV-oAp9WjcySPAisGkKtMZsSsWIMtDe9_w=s32-rw-mo","박명훈","2021년 10월 31일","편하네요~^^","PaytaLab","2021년 11월 2일","안녕하세요 박명훈 패써님. 패써지원팀 고민경입니다.

미리 주문하면 시간 절약도 되고, 기다림 없이 빠른 픽업까지 할 수있는 패스오더! 이렇게 편할 수가 없죠? 더욱 빠르게 음료를 픽업할 수 있는 패스오더의 기능 중 [재주문 할게요!]라는 기능이 있답니다.
매일 똑같은 메뉴를 먹는데, 다시 고르기 힘드셨죠? 재주문하기 위해 필요한 최소한의 기능만 추가하여 만들어진 기능이니 사용해 보시고 더 맛있게 음료를 즐기셨으면 좋겠습니다.

일도 많고 정신없는 화요일이지만 커피 한잔의 여유는 가지셨으면 좋겠어요. 오늘도 화요팅입니다! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocL07E2I4nq28VYM3jgIomgMspfbsfrkpE2ln_Bfj5uZBN1MFA=s32-rw-mo","Dong Ki Jeong","2023년 10월 16일","매우 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL0tF87pFAZkbRwD97AjWxivElX5z8BENabbL5T3vE3gf08-g=s32-rw-mo","손성우","2022년 10월 17일","너무좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL5LArsIooKKPY6XLLtblZvSWZPHWlsyWqy8pPVQFl51SiFlaQ=s32-rw-mo","탁일곱","2023년 4월 21일","너무좋은 앱","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVqA2YGDbq3obg6ewI2sxf2lWYZYwN8O7lrINAJSp1CojtZXgu2gQ=s32-rw","23 1 (‪쿠쿠다스‬)","2023년 3월 22일","패스오더 못잃오°°","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLQQ0zjAv4mKQtRkV_SUGWGo21Z8REIienU1A3yBBpdqbaa=s32-rw-mo","이임준","2022년 9월 9일","잘 쓰고있어요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJpRRWUUM4Nxhxb7IUXs8cHf0ck_Rp2eHypqe-66-qqxQYlhw=s32-rw-mo","김하루","2022년 5월 20일","잘쓰는즁 존좋","PaytaLab","2022년 6월 3일","안녕하세요 김하루 패써님, 패써지원팀 손지혜입니다.

미리 주문하면 매장에 먼저 오신 손님보다 먼저 수령할 수 있는 점! 편리하게 사용중이실까요~? 저희 서비스의 취지에 맞게 패써님께서 잘 이용해주시고 계시니 정말 뿌듯하고 행복하답니다:)

패써님께서 믿고 칭찬해주신 만큼 계속해서 성장하는 패스오더가 되도록 노력하겠습니다.

패써님의 하루가 온종일 행복한 에너지로만 가득 차시길 소망합니다. 감사합니다.

-패스오더, 패써지원팀 손지혜 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJVt3I7j1UnpsGmQJkOsWERqZSjg6AAKIqkhN4iyiOtkC-Q=s32-rw-mo","효도다HyoDoDa","2022년 3월 25일","100원으로 아아 먹었어요 굳굳","PaytaLab","2022년 3월 30일","안녕하세요, 효도닷Vlog 패써님. 패써지원팀 고민경입니다.

기다림 없이 미리 주문하고 바로 픽업하는 패스오더, 저희 서비스의 진면목을 알아봐주시고 이렇게 글까지 남겨주신 점 너무나 감사드립니다. 힘이 솟아나는 리뷰에요! 현재 패스오더 첫 주문 고객님들을 대상으로 진행 중인 100원 아메리카노 행사에 참여해주신걸까요?

첫 사용을 해주시고, 별 다섯 개까지 남겨주시다니! 찐팬이 되주실 것만 같은 기분 좋은 예감이 듭니다:) 패스오더는 바쁜 일상에 조금이나마 여유를 더해드리기 위해 늘 최선을 다하고 있답니다. 더 성장하기 위해 노력하는 모습을 지켜봐주셨으면 좋겠습니다! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocI5KTQFyIS-FNFeWg9USFTuvUR_HbVRr6fJrEezrMeH9mthWQ=s32-rw-mo","SangSu Kim","2022년 3월 29일","잘쓰고있어요","PaytaLab","2022년 4월 14일","안녕하세요 김상수 패써님. 패써지원팀 고민경입니다.

패스오더를 잘 써주고 계신다니 정말 다행입니다. 바쁜 일상을 보내다 보면, 소소하지만 확실한 행복을 챙기는 것이 크게 와 닿을 때가 있어요! 패스오더가 패써님의 소확행이 되어, 최애 어플이 되었으면 하는 바람입니다. 편하고, 쉽고, 빠른 패스오더로 일상생활에서 언제나 시간 절약 책임질 수 있는 패스오더가 될 테니 성장하는 모습 지켜봐 주세요.

혹시 패스오더가 더 궁금하시거나 추가되었으면 하는 기능이 있다면 언제든지 피드백 부탁 드려요! 오늘도 좋은 하루 보내시고, 활기찬 오후 보내시길 바랍니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJIynCQHoGwfH1W2OkKqfnceu7WQLzUJ7bkJFoqFoP0-pOUvA=s32-rw-mo","정보배","2023년 11월 21일","커피순이의 인생앱","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJuwHW3w681VI3_UbwuISA2yJ4P09MO-bwIE2JYlhdKvAifYw=s32-rw-mo","최유리","2022년 7월 12일","편리해요","PaytaLab","2022년 8월 3일","안녕하세요 최유리 패써님! 패써지원팀 조은빈입니다.

패스오더 서비스를 편리하게 이용하고 계신다니 정말로 기쁩니다 :) 앞으로 꾸준히 패스오더 서비스를 향상 시켜 대한민국 전 국민이 패스오더를 사용하는 그날까지! 더 열심히 하겠습니다.
오늘 벌써 수요일이네요..! 조금만 있으면 꿀 같은 주말이 기다리고 있습니다. 남은 한 주도 잘 마무리하시길 바라며 행복한 웃음이 가득한 하루 되셨으면 좋겠습니다. 감사합니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXyuUL_5bULSx6MfAtob3hIgLTdIJssYX3TX7dXFjwg-xAmFA=s32-rw","조성진 (APPLE)","2023년 11월 30일","좋아요 편함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLZ_AazN53GlZaMGvN5i08GPA6EtMrsELUtOxCqmbVqCiMu0g=s32-rw-mo","하태훈","2023년 12월 6일","유용해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVRRpwz0ZXwbqtSYHvr1JBPoE0xC5XQ8BbtGUbb5O8FieOwxGY_=s32-rw","다시마","2023년 5월 1일","좋아요 정말","PaytaLab","2023년 5월 2일","안녕하세요, 다시마 패써님 패스오더입니다!

유용한 커피 주문 앱 패스오더를 잘 이용해 주시고 ""좋아요""라는 기분 좋은 말씀 남겨 주셔서 감사드립니다 :)

다만, 평점 별이 한 개만 남아 있는 것으로 확인되는데 혹시 이용에 어려움이 있으신 걸까요? 어려움이나 불편하신 사항은 언제든 앱 하단 [패스오더와 더 친해지기>문의하기]로 글 남겨 주신다면 더욱 정확하게 확인 후 안내드리고 개선해 나갈 수 있도록 하겠습니다!

계속해서 남겨 주시는 소리에 귀 기울여 불편함 없는 좋은 서비스가 되도록 노력하는 패스오더가 되겠습니다! 감사합니다 :)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWQo7kSktcHCq-a_w8efuqdMh0Has6ZBCWe8aS4wkdx4mIWxbM=s32-rw","오재식","2023년 2월 19일","무료라 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJj7ckkfKkh9febVM-NjiAGzxqzhmwxZVlcC0kEcVoSav5dnA=s32-rw-mo","노마까미두리파파","2023년 1월 8일","엄청편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJdViR1qs_lmXnnjRUfv8DMHzRnqe8FJm02S-zw0BYKdExSlQ=s32-rw-mo","천상천국","2023년 3월 3일","참 좋네요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjW009qT4wvyH63nqFeisNFKYE2WczDaGXGT1vBqZUdxfcGftos=s32-rw","링링구","2022년 2월 17일","오 이벤트꿀!!","PaytaLab","2022년 2월 18일","안녕하세요 링링구 패써님. 패써지원팀 고민경입니다.

이벤트를 통해서 패스오더와 인연이 닿은 패써님이시군요:) 정말 반갑습니다. 카페에서 기다리지 않고, 미리 주문-결제로 맛있는 커피를 드실 수 있는 스마트한 패스오더 라이프를 선물해드리고 싶어요! 추운 날씨에는 더더욱 유용하게 느껴지실 거라고 믿습니다.

많은 패써님들이 보내주시는 사랑과 관심에 불편함을 안겨드리지 않도록 더욱 좋은 서비스로 발전하는 패스오더가 되겠습니다. 달달한 꿀 같은 리뷰 남겨주셔서 다시 한 번 감사드려요! 금요일입니다. 조금만 더 힘내세요.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjVp463zuASOwsDCu8O82mZmS1dcalnXc05aAzbftF2PX53_CuM=s32-rw","텐베거","2023년 12월 2일","굿굿 편해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjV_7HjQ4ulB_NrdAYwDYcVymLy1TosARAkDcfZyoxxRHT8sErE=s32-rw","지후사마","2021년 9월 7일","편리해요","PaytaLab","2021년 9월 7일","안녕하세요 지후사마 패써님. 패써지원팀 고민경입니다.

‘필요한 사람에게 적재적소의 서비스를 제공해드리고 있다!’는 뿌듯함으로 어깨가 절로 들썩이는 리뷰를 남겨주셨네요. 기다림 없는 간편한, 비대면 시대의 필수 어플 패스오더를 이용해주셔서 저희가 더 감사하다는 인사를 드립니다. “이런 기능도 있으면 좋을텐데”, “추가되면 참 좋겠다” 하는 목소리들도 언제든 환영입니다!

더디지만 반영해가는 모습을 보여드리기 위해 패스오더팀은 항상 오늘도 달리고 있답니다! 오늘 남은 하루도 기운넘치는 시간 되시길 바랍니다. 감사합니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjV-2yeCHA-JKbEauNFkAsJRU_e1OME8EDZC0x3IzlqXKdCsZCkc=s32-rw","성이름","2021년 9월 6일","좋네요ㅎㅎ","PaytaLab","2021년 9월 7일","안녕하세요 최문석 패써님. 패써지원팀 고민경입니다.

저는 “말하지 않아도 알아요” 라는 말보다, 표현을 많이 하는 것이 더 좋다고 생각하는 편이라, 좋아요 라고 나지막히 말씀해주시는 최문석 패써님의 리뷰 덕분에 입꼬리가 올라갑니다.
어떻게 하면 조금 더 편하게 패스오더를 이용하고, 손쉬운 결제과정을 만들 수 있을까를 매순간 고민하고 힘써주시고 계시는 패스오더 팀원들에게 좋다고 칭찬해주시는 패써님의 리뷰를 당장 보여드려야겠습니다.

다시 한번 소중한 시간 내어 리뷰 작성해 주셔서 감사하다는 말씀 전해드리며, 화요일 오후 남은 시간들 행복함이 가득하셨으면 좋겠습니다.

-패스오더, 패써지원팀 고민경 드림-"
"https://play-lh.googleusercontent.com/a/ACg8ocK_o2MGa_cAj_OQdMTKk6PTYE9TykCISu17wwjlBOlT_QIUvA=s32-rw-mo","최은호","2023년 10월 7일","출발전 굳","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIX4sRAGJjRhS3n4_ndcFCFUfEyFiO86zFTTEeKNP7Dg-dOWg=s32-rw-mo","만수르 동생만수","2025년 11월 1일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLOncnKAaAG0GJOtxRZaA7GqMKRgWl-vYDL5ImCbldGaOBlIA=s32-rw-mo","김정화","2024년 1월 24일","넘좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjW5pVqBsPM2OO_aU_JfTiwfUMAmoevpMdfGmO-M_4tmNhRnLoor=s32-rw","가로세로TV [Length and Breadth]","2024년 1월 5일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKFgvSw9eWXvBhh7WXarDuBDgag4NcxLuxacBm1LkQwTppezQ=s32-rw-mo","함선호","2023년 12월 28일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJEgVZBHAllMI0Z5mGDCEeRb-FPimXVVR6yHXXoLbGdfbKlWQ=s32-rw-mo","김병흭","2023년 12월 13일","편해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXLWTJ_3KK4qbcnPzSsoZFC4xFatWolE8k4KaSVqSgP9_DMSZiq=s32-rw","까불이 찐우","2023년 12월 12일","좋은데요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLpv9hB8g02CjIZJvZuEej6sKEg99I6plDcJAzMJUtw7EU-kg=s32-rw-mo","K C","2023년 12월 12일","편해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWh28Z4LgqdZlnEv4BM9Eq_Z8Af-pnOBiYROUlBek79vwNUoMre=s32-rw","해름이","2023년 12월 6일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIv77Vx4yNvag622e6TF8WhK4b-PeisjDVE6YWO_DnosfSJ2Q=s32-rw-mo","신의한수","2023년 12월 9일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIPuN4Bb3lpR_OfHMmdmATUrk0ERfTUIq7FCzXYRoLB6f8PIg=s32-rw-mo","김우섭","2023년 11월 23일","굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVhRyqPSKounXJ7-eNLMdG0RLtLVJlh55msipyvteDR8zlVGust=s32-rw","박호준","2023년 11월 19일","최고예요!!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJ_tF0A618tMU7alJj-EPcCHWUGSFGGnqSHepiNW_DlouiinA=s32-rw-mo","황경희","2023년 11월 25일","편함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocITTlkUMDgbCoEyIIcZwj1uD-V6XJWcHMNTjkHhrgPmtob1mw=s32-rw-mo","어이달","2023년 11월 24일","그냥 👍","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUCJwnTP54TAw5Oh35iR7bltX8NBZkVKZ0iFaQpbWMAFhDHyg5gLQ=s32-rw","규몽이","2023년 11월 12일","세상 편함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJZIZQytHuja_dviSmGAF7U9AuA1ltV7JJ61bzYVr8yGaJmvw=s32-rw-mo","달빛속태양","2023년 11월 5일","편함","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjV7PCmmcb7EaTooz76ME6wPhKZ6vmcuUQ76dcsJRYO7ijk0tr4=s32-rw","쩌가찝찌킨","2023년 10월 30일","좋습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocI5jF7k6ozdqYO90kjBSw8B-w-qHB6oGZvCYMr1uED1qHsgaw=s32-rw-mo","윤성준","2023년 11월 1일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKMO7nnoQxiMNTNERoYS-IXwcRFdFIncdxej4O0mBSES12rCA=s32-rw-mo","박명갑","2023년 11월 2일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL0-vvgYplY_OcxrhPbT8hwVR1e5WZ6bmKXieQL7dC-RsI1Vg=s32-rw-mo","이승재","2023년 11월 3일","좋네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIauD6BXx9PYuVBFkplVRzwZYDJqmTOB9NSliqVrN6KtpFAYA=s32-rw-mo","캡틴","2023년 10월 22일","감사합니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLQvO02H4rTUwVSgCT8_cxC61cPKcJ1_OqlawLg2IeRE0G_iA=s32-rw-mo","박수연","2023년 10월 26일","굿!!!!!!!!!!!!!","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVjkSfS1X85dGQbIZuv0WNVD7AIX7_9H0O52VnlVS7S_can0RRQhw=s32-rw","3 silver","2023년 10월 10일","좋아욥","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjU8N2kWchyLBJHtQBfyaBOEKiEmWGLIiqIjwJ4CV5zZwOpjgApv=s32-rw","백채이","2023년 9월 23일","편함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIR15mfYK4PZVtS46vMAJ8sDHjTQ0or3YI95Cs4rx93IQNs8g=s32-rw-mo","김창희","2023년 10월 6일","편함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLvm1E4JGzl0PDMXOQAMoYvw39344xqTWToKEK_TAJhKn9VgQ=s32-rw-mo","남윤동효","2023년 10월 6일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVRqLtb3deiWGBSpbMT_xgtvPjMlK0aXRvvnJbPpWKDt1X5VaAq=s32-rw","잠파","2023년 9월 29일","편해요!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJuGXZqgDllInhFZ5vk2NV62Aym_ot8NA4-NhV5pi5HauEt1A=s32-rw-mo","쀼쀼링","2023년 9월 1일","편리합니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVV_oPZDxiIgUgFHrnW7iu7BdKzSOPT62givZ-3KL3X8UY6v39r=s32-rw","이름","2023년 9월 18일","아주 ~ 나이스!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKwkh1t4fqtUeGxYKbvRnSqffXYlST5UenNabVlYb5UrJkGbg=s32-rw-mo","박현수","2023년 10월 10일","완전만족","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJHI-GihYjyJ1CBb-pbgQM2x6qrbzq8gZUpN2Yl1Ps8d6xi2g=s32-rw-mo","이동수","2023년 9월 10일","대박나세요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIszgO0FpN66LkfhwkB2Vk6BSiCsSE9lxR1MSCchfKesA9_8Q=s32-rw-mo","윤관식","2023년 9월 4일","좋아요","","",""
